architect_id,architectJa,architectEn,slug
6647,曽我部昌史＋神奈川大学曽我部研究室,Masashi sogabe + kanagawa university sogabe laboratory,masashi-sogabe-kanagawa-university-sogabe-laboratory
6648,手塚貴晴＋武蔵工業大学手塚研究室,Takaharu tezuka + musashi institute of technology tezuka laboratory,takaharu-tezuka-musashi-institute-of-technology-tezuka-laboratory
6651,増渕大／studio M　ファサード　THOM FAULDERS ARCHITECTURE，　WITH PROCES2,HAJIME MASUBUCHI / STUDIO M， f,hajime-masubuchi-studio-m-f
6652,総合プロデュース・建築デザイン・壁画制作：田窪恭治,KYOJI TAKUBO,kyoji-takubo
6656,中田千彦＋戎居連太／連合設計社市谷建築事務所,RENGOUSEKKEISHA ICHIGAYA ARCHITECTS.，INC,rengousekkeisha-ichigaya-architects-inc
6657,長岡勉＋田中正洋／point＋山崎徹也,BEN NAGAOKA+MASAHIRO TANAKA／po,ben-nagaoka-masahiro-tanaka-po
6658,統括：文化出版局　装苑編集部設計　丸田絢子建築設計事務所,OFFICE AYAKO MARUTA,office-ayako-maruta
6659,藤原徹平＋伊藤暁＋平辻里佳＋川口圭介,TEPPEI FUJIWARA＋SATORU ITO＋RIKA HIRATSUJI＋KEISUKE KAWAGUCHI,teppei-fujiwara-satoru-ito-rika-hiratsuji-keisuke-kawaguchi
6664,デザインアーキテクト：マーフィー／ヤーン　東京駅八重洲開発設計共同企業体（日建設計・ジェイアール東日本建築設計事務所）,NIKKEN SEKKEI JR EAST DESIGN CORPORATION,nikken-sekkei-jr-east-design-corporation-6664
6665,デザインアーキテクト：マーフィー／ヤーン　東京駅八重洲開発設計共同企業体（日建設計・ジェイアール東日本建築設計事務所）　ジェイアール東日本建築設計事務所,NIKKEN SEKKEIJR EAST DESIGN CORPORATION,nikken-sekkeijr-east-design-corporation
6668,日比生寛史建築計画研究所,Hiroshi hibio architectural planning institute,hiroshi-hibio-architectural-planning-institute
6669,mdeia PANDA＋オンデザインパートナーズ,Mdeia panda + on design partners,mdeia-panda-on-design-partners
6670,統括：第一生命保険　設計：竹中工務店,TAKENAKA CORPORATION,takenaka-corporation-6670
6673,山梨知彦　芦田智之　勝矢武之／日建設計＋乃村工藝社＋大林組,NIKKEN SEKKEI＋NOMURA＋OBAYASHI,nikken-sekkei-nomura-obayashi
6679,基本設計・実施設計監修：長谷川逸子・建築計画工房実施設計　石井設計,ITSUKO HASEGAWA ATELIER， ISHII SEKKEI,itsuko-hasegawa-atelier-ishii-sekkei
6680,澤岡清秀＋山本・堀アーキテクツ設計共同体,KIYOHIDE SAWAOKA＋YAMAMOTO・HORI ARCHITECTS,kiyohide-sawaoka-yamamoto-hori-architects
6681,日本工業大学小川研究室,OGAWA LABORATORY， DEPARTMENT OF ARCHITECTURE， NIPPON INSTITUTE OF TECHNOLOGY,ogawa-laboratory-department-of-architecture-nippon-institute-of-technology
6682,設計競技：佐藤総合計画　設計：佐藤総合計画＋上海建築設計研究院,AXS SATOW working designs: AXS SATOW + SHAGHAI INSTITUTE OF ARCHITECTURAL DESIGN & RESEARCH,axs-satow-working-designs-axs-satow-shaghai-institute-of-architectural-design-research
6683,設計競技：佐藤総合計画　設計：佐藤総合計画＋天津市建築設計院,AXS SATOW working designs: AXS SATOW + TIANJIN BUILDING DESIGN INSTITUTE,axs-satow-working-designs-axs-satow-tianjin-building-design-institute
6686,三菱地所設計・安井建築設計事務所　建築設計共同企業体,"Mitsubishi jisho sekkei & yasui architects & engineers, architectural design joint venture",mitsubishi-jisho-sekkei-yasui-architects-engineers-architectural-design-joint-venture
6687,岡部憲明アーキテクチャーネットワーク（デザイン設計）,Noriaki okabe architecture network (design design),noriaki-okabe-architecture-network-6687
6691,隈研吾建築都市設計事務所　DENTON CORKER MARSHALL,KENGO KUMA&ASSOCIATES DENTON CORKER MARSHALL,kengo-kuma-associates-denton-corker-marshall
6692,石上純也建築設計事務所　設計協力：RALPH SOBEL，　ARCHITECT,junya.ishigami＋associates||RALPH SOBEL， ARCHITECT,junya-ishigami-associates-ralph-sobel-architect
6693,プロデュース：都市デザインシステム　千葉学建築計画事務所,CHIBA MANABU ARCHITECTS,chiba-manabu-architects-6693
6695,総括監修：篠原修　意匠統括：内藤廣　設計：内藤廣建築設計事務所　九州旅客鉄道・交建設計,NAITO  ARCHITECT & ASSOCIATES， KYUSHU RAILWAYCOMPANY・KOKEN ARCHITECTS,naito-architect-associates-kyushu-railwaycompany-koken-architects
6696,安藤忠雄建築研究所＋東京急行電鉄＋日建設計＋東急設計コンサルタント,TADAO ANDO ARCHITECT & ASSOCIATES＋TOKYU CORPORATION， ＋NIKKEN SEKKEI ＋TOKYU ARCHITECTS & ENGINEERS,tadao-ando-architect-associates-tokyu-corporation-nikken-sekkei-tokyu-architects-engineers
6702,石本建築事務所（設計）　松宮設計事務所　宮田建築設計室（設計協力）,"Ishimoto architects (design), matsumiya design office, miyata architectural design office (design cooperation)",ishimoto-architects
6703,アトリエ・アンド・アイ＋坂本一成研究室,KAZUHIRO KOJIMA＋KAZUKO AKAMATSU / CA,kazuhiro-kojima-kazuko-akamatsu-ca-6703
6705,圓山彬雄／アーブ建築研究所,URB ARCHITECTURAL WORK SHOP,urb-architectural-work-shop-6705
6711,清水建設・シーラカンスK&H・三四五建築研究所設計共同企業体,SHIMIZU CORPORATION＋COELACANTH K&H ARCHITECTS＋MIYOI ARCHITECTS & ASSOCIATES,shimizu-corporation-coelacanth-k-h-architects-miyoi-architects-associates
6712,原設計：篠原一男　移築監修：白澤宏規（協力　井上忠好）　移築設計：澤田佳久建築研究所　TOMO空間研究所,KAZUO SHINOHARA,kazuo-shinohara
6718,内藤廣＋中井祐＋川添善行＋東京大学景観研究室　協力：EDU（Empresa de Desarrollo Urbano）　コンストラクション・マネジメント：ACI Proyectos,HIROSHI NAITO， YU NAKAI， YOSHIYUKI KAWAZOE， LANDSCAPE AND CIVIC DESIGN LAB (THE UNIV. OF TOKYO) + EDU (EMPRESA DE DESARROLLO URBANO),hiroshi-naito-yu-nakai-yoshiyuki-kawazoe-landscape-and-civic-design-lab
6720,神奈川大学曽我部研究室,SOGABE LABORATORY，KANAGAWA UNIVERSITY,sogabe-laboratory-kanagawa-university
6722,展示計画・模型制作　三分一博志建築設計事務所,SAMBUICHI ARCHITECTS,sambuichi-architects-6722
6727,プロジェクト・マネジメント：トヨタ自動車　プラント・エンジニアリング部　建築計画室　設計：槇総合計画事務所,MAKI AND ASSOCIATES,maki-and-associates-6727
6728,竹中工務店　竹中工務店・三菱地所設計設計監理共同企業体　石橋清志建築設計事務所,TAKENAKA CORPORATION， TAKENAKA CORPORATION＋MITSUBISHI JISHO SEKKEI INC.KIYOSHI ISHIBASHI ARCHITECT & ASSOCIATES,takenaka-corporation-takenaka-corporation-mitsubishi-jisho-sekkei-inc-kiyoshi-ishibashi-architect-associates
6729,隈研吾建築都市設計事務所　NTTファシリティーズ,KENGO KUMA & ASSOCIATES ＋ NTT FACILITIES,kengo-kuma-associates-ntt-facilities
6730,監修：隈研吾建築都市設計事務所　設計：東日本旅客鉄道大宮支社・ジェイアール東日本建築設計事務所,KENGO KUMA & ASSOCIATES， EAST JAPAN RAILWAY COMPANY OMIYA BRANCH OFFICE， JR EAST DESIGN CORPORATION，,kengo-kuma-associates-east-japan-railway-company-omiya-branch-office-jr-east-design-corporation
6731,ザハ・ハディド　アーキテクツ，　ロンドン,ZAHA HADID ARCHITECTS， LONDON,zaha-hadid-architects-london
6733,国土交通省北海道開発局営繕部　山下設計　日本設計　竹中工務店,"Ministry of land, infrastructure, transport and tourism hokkaido development bureau repair department yamashita sekkei nihon sekkei takenaka corporation",ministry-of-land-infrastructure-transport-and-tourism-hokkaido-development-bureau-repair-department-yamashita-sekkei-nihon-sekkei-takenaka-corporation
6734,総合プロデュース：東京電力　設計：ナフ・アーキテクト&デザイン／中佐昭夫＋田中知博,NAF ARCHITECT & DESIGN,naf-architect-design-6734
6736,基本設計：日建設計　デザイン監修：山口誠デザイン　永山祐子建築設計　長岡勉＋田中正洋／point＋福津宣人　CKR　実施設計：大成建設,NIKKEN SEKKEI 　　　　　 MAKOTO YAMAGUCHI DESIGN ， YUKO NAGAYAMA & ASSOCIATES ， 　　　　　 BEN NAGAOKA＋MASAHIRO TANAKA / PONIT＋ NOBUTO FUKUTSU ， CKR 　　　　　 TAISEI CORPORATION,nikken-sekkei-makoto-yamaguchi-design-yuko-nagayama-associates-ben-nagaoka-masahiro-tanaka-ponit-nobuto-fukutsu-ckr-taisei-corporation
6737,佐々木龍郎／佐々木設計,SASAKI ARCHITECT & ASSOCIATES,sasaki-architect-associates
6742,遠藤政樹／EDH遠藤設計室　名和研二／なわけんジム,MASAKI ENDOH／ENDOH DESIGN HOUSE KENJI NAWA／NAWAKENJI-M,masaki-endoh-endoh-design-house-kenji-nawa-nawakenji-m
6748,北山恒＋architecture WORKSHOP　設計協力：江向映／airlab,architecture WORKSHOP,architecture-workshop-6748
6750,山縣武史建築設計,TAKESHI YAMAGATA ARCHITECTS,takeshi-yamagata-architects
6752,藤村龍至建築設計事務所＋オーノJAPAN,RYUJI FUJIMURA ARCHITECTS + OHNO JAPAN,ryuji-fujimura-architects-ohno-japan
6757,小嶋一浩＋赤松佳珠子　CAt　アルパック地域計画建築研究所,KAZUHIRO KOJIMA＋KAZUKO AKAMATSU／CAt ARCHITECTS REGIONAL PLANNERS & ASSOCIATES-KYOTO,kazuhiro-kojima-kazuko-akamatsu-cat-architects-regional-planners-associates-kyoto
6761,宮晶子／STUDIO　2A,MIYA AKIKO / STUDIO 2A,miya-akiko-studio-2a-6761
6766,入江正之＋早稲田大学入江正之研究室,MASAYUKI IRIE＋MASAYUKI IRIE LABORATORY OF WASEDA UNIVERSITY,masayuki-irie-masayuki-irie-laboratory-of-waseda-university
6768,磯崎新アトリエ＋KAJIMA DESIGN,ARATA ISOZAKI & ASSOCIATES＋KAJIMA DESIGN,arata-isozaki-associates-kajima-design
6770,杉浦榮／S2　Design and Planning,S2 desing and planning,s2-desing-and-planning
6771,大野秀敏＋吉田明弘／APLdw　ランドスケープデザイン：オンサイト計画設計事務所,OHNO HIDETOSHI＋AKIHIRO YOSHIDA／APLdw， STUDIO ON SITE,ohno-hidetoshi-akihiro-yoshida-apldw-studio-on-site
6775,藤森照信＋速水清孝,TERUNOBU FUJIMORI ＋ KIYOTAKA HAYAMI,terunobu-fujimori-kiyotaka-hayami
6781,設計・監修：森ビル　デザインアーキテクト：Kohn Pedersen Fox and Associates PC　建築設計：入江三宅設計事務所,MORI BUILDING 　 KOHN PERDERSEN FOX AND ASSOCIATES PC   IRIE MIYAKE ARCHITECTS & ENGINEERS,mori-building-kohn-perdersen-fox-and-associates-pc-irie-miyake-architects-engineers
6782,統括：旧善通寺偕行社整備検討委員会　監修：旧善通寺偕行社設計監理監修委員会　設計：文化財建造物保存技術協会（保存改修）　堀江建築工学研究所（附属棟基本設計）　大建設計（附属棟実施設計）,THE JAPANESE ASSOCIATION FOR CONSERVATION OF ARCHITECTURAL MONUMENTS HORIE ENGINEERING AND ARCHITECTURAL RESEARCH INSTITUTE DAIKEN SEKKEI,the-japanese-association-for-conservation-of-architectural-monuments-horie-engineering-and-architectural-research-institute-daiken-sekkei
6783,久保清一＋鍵山昌信／アルキービ総合計画事務所,SEIICHI KUBO＋YOSHINOBU KAGIYAMA／ARCHIVI ARCHITECTS & ASSOCIATES,seiichi-kubo-yoshinobu-kagiyama-archivi-architects-associates
6784,芦澤竜一建築設計事務所＋滋賀県立大学陶器浩一研究室＋tmsd萬田隆構造設計事務所,RYUICHI ASHIZAWA ARCHITECTS & ASSOCIATES,ryuichi-ashizawa-architects-associates
6785,西高秀晃　二宮佑介　藤末萌／横浜国立大学,YOKOHAMA NATIONAL UNIVERSITY DEPARTMENT OF ARCHITECTURE,yokohama-national-university-department-of-architecture-6785
6786,統括：東京大学木質材料学研究室　設計：山口和弘　渡辺一生　木本次憲,KAZUHIRO YAMAGUCHI＋KAZUO WATANABE＋TSUGUNORI KIMOTO,kazuhiro-yamaguchi-kazuo-watanabe-tsugunori-kimoto
6787,手塚貴晴＋手塚由比／手塚建築研究所　今川憲英／TIS&PARTNERS　ネットアート　MacAdam堀内紀子／Inteplay Design & Manufacturing,TAKAHARU+YUI TEZUKA／TEZUKA ARCHITECTS，NORIHIDE IMAGAWA／TIS&PARTNERS， n,takaharu-yui-tezuka-tezuka-architects-norihide-imagawa-tis-partners-n
6788,吉村靖孝建築設計事務所,YASUTAKA YOSHIMURA ARCHITECTS,yasutaka-yoshimura-architects
6790,坂倉建築研究所　KAJIMA DESIGN,SAKAKURA ASSOCIATES， KAJIMA DESIGN,sakakura-associates-kajima-design
6793,藤森照信＋中谷弘志,TERUNOBU FUJIMORI + HIROSHI NAKATANI,terunobu-fujimori-hiroshi-nakatani-6793
6796,東日本旅客鉄道　東京工事事務所・東京電気システム開発工事事務所　東京駅丸の内駅舎保存・復原設計共同企業体,EAST JAPAN RAILWAY COMPANY ， TOKYO CONSTRUCTION OFFICE， TOKYO ELECTRICAL  CONSTRUCTION & SYSTEM INTEGRATION OFFICE  ， JR EAST DESIGN CORPORATION， JR EAST  CONSULTANTS COMPANY JV,east-japan-railway-company-tokyo-construction-office-tokyo-electrical-construction-system-integration-office-jr-east-design-corporation-jr-east-consultants-company-jv
6806,末廣宣子＋末廣香織／NKSアーキテクツ,NORIKO＋KAORU SUEHIRO／NKS ARCHITECTS,noriko-kaoru-suehiro-nks-architects-6806
6807,古谷誠章＋NASCA×久米設計,NOBUAKI FURUYA + NASCA × KUME SEKKEI,nobuaki-furuya-nasca-kume-sekkei
6808,古谷誠章＋NASCA,NOBUAKI FURUYA＋NASCA,nobuaki-furuya-nasca
6810,香山壽夫建築研究所／設計協力　阪根宏彦計画設計事務所,KOHYAMA ATELIER,kohyama-atelier-6810
6811,日建設計＋安田アトリエ,NIKKEN SEKKEI + YASUDA ATELIER,nikken-sekkei-yasuda-atelier
6816,原設計　八幡浜市役所土木課建設係　松村正恒　調査・基本設計・監修　日本建築学会四国支部日土小学校保存再生特別委員会　実施設計　建築　和田耕一（既存東校舎・既存中校舎）　武智和臣（新西校舎）,SHIKOKU CHAPTER， ARCHITECTURAL INSTITUTE OF JAPAN KOUICHI WADA KAZUTOMI TAKECHI,shikoku-chapter-architectural-institute-of-japan-kouichi-wada-kazutomi-takechi
6817,谷尻誠／suppose design office,MAKOTO TANIJIRI / SUPPOSE DESIGN OFFICE,makoto-tanijiri-suppose-design-office-6817
6820,中山英之建築設計事務所,HIDEYUKI NAKAYAMA ARCHITECTURE,hideyuki-nakayama-architecture
6825,山下秀之／長岡造形大学山下研究室＋大原技術,HIDEYUKI YAMASHITA／YAMASHITA LAB.， NAGAOKA INSTITUTE OF DESIGN＋OHARA GIJYUTSU,hideyuki-yamashita-yamashita-lab-nagaoka-institute-of-design-ohara-gijyutsu
6826,大西麻貴＋小川勇樹＋熊澤智広＋百田有希＋南方雄貴,MAKI ONISHI ＋ YUKI OGAWA ＋ TOMOHIRO KUMAZAWA ＋ YUKI HYAKUDA ＋ YOU-KI MINAKATA,maki-onishi-yuki-ogawa-tomohiro-kumazawa-yuki-hyakuda-you-ki-minakata
6828,基本計画：ADP Ingénierie（ADPI）　設計：竹中工務店／ADPI,ADPI／TAKENAKA CORPORATION,adpi-takenaka-corporation
6829,石原健也／デネフェス計画研究所　清水建設一級建築士事務所,KENYA ISHIHARA / DENEFESSHIMIZU CORPORATION,kenya-ishihara-denefesshimizu-corporation
6830,益子義弘　河合俊和　大竹慎太郎,YOSHIHIRO MASUKO， TOSHIKAZU KAWAI， SHINTARO OTAKE,yoshihiro-masuko-toshikazu-kawai-shintaro-otake
6834,アーキテクトカフェ・田井幹夫建築設計事務所,ARCHITECT CAFE,architect-cafe
6835,moriko kira architect　設計協力：アトリエ・イマム,MORIKO KIRA ARCHITECTATELIER IMAMU,moriko-kira-architectatelier-imamu
6839,駒田剛司＋駒田由香／駒田建築設計事務所,KOMADA ARCHITECT’S OFFICE,komada-architect-s-office
6840,駒田剛司＋駒田由香／駒田建築設計事務所　清水知和　松岡聡田村裕希　中央アーキ,"KOMADA TAKESHI ＋ KOMADA YUKA / KOMADA ARCHITECTS OFFICE， TOMOKAZU SHIMIZU，\""， MATSUOKASATOSHITAMRUAYUKI， CHUOARCHI",komada-takeshi-komada-yuka-komada-architects-office-tomokazu-shimizu-matsuokasatoshitamruayuki-chuoarchi
6841,横河健＋国枝東史生／横河設計工房,KEN YOKOGAWA ARCHITECT & ASSOCIATES,ken-yokogawa-architect-associates-6841
6843,八木正嗣＋八木このみ／八木建築研究所,Masatsugu yagi + konomi yagi / yagi architectural institute,masatsugu-yagi-konomi-yagi-yagi-architectural-institute
6845,フナキサチコケンチクセッケイジムショ・細矢仁建築設計事務所　設計共同体,SACHIKO FUNAKI & ASSOCIATES・JIN HOSOYA & ASSOCIATES,sachiko-funaki-associates-jin-hosoya-associates
6847,改修設計：みかんぐみ・竹中工務店,MIKANTAKENAKA CORPORATION,mikantakenaka-corporation
6848,白井克典設計事務所,KATSUNORI SHIRAI ARCHITECTS,katsunori-shirai-architects
6850,基本計画・発注者側プロジェクト監修：環境デザイン研究所　設計：清水建設・佐藤尚巳建築研究所・永田音響設計・シアターワークショップ設計共同企業体,SHIMIZU CORPORATION＋NAOMI SATO ARCHITECTS＋NAGATA ACOUSTICS＋THEATRE WORKSHOP,shimizu-corporation-naomi-sato-architects-nagata-acoustics-theatre-workshop
